year,month,day,variety,lte,site,meanC,date
2014,Nov,11,Gewurztraminer,-19.7,"OK Falls, west",0.350000000000001,2014-11-11
2014,Nov,11,Gewurztraminer,-19.6,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Merlot,-14.4,Osoyoos west,0.350000000000001,2014-11-11
2014,Nov,11,Cabernet Sauvignon,-15.7,"Osoyoos, southeast ",0.350000000000001,2014-11-11
2014,Nov,11,Cabernet Sauvignon,-16.2,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Cabernet Sauvignon,-15,Osoyoos northeast,0.350000000000001,2014-11-11
2014,Nov,11,Cabernet Sauvignon,-16.8,Osoyoos northeast,0.350000000000001,2014-11-11
2014,Nov,11,Chardonnay,-17.6,"Osoyoos, southeast ",0.350000000000001,2014-11-11
2014,Nov,11,Chardonnay,-13.9,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Chardonnay,-20.2,Naramata Bench,0.350000000000001,2014-11-11
2014,Nov,11,Chardonnay,-19.8,"OK Falls, east",0.350000000000001,2014-11-11
2014,Nov,11,Pinot gris,-21.5,"OK Falls, east",0.350000000000001,2014-11-11
2014,Nov,11,Pinot gris,-19.7,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Pinot noir,-18.6,Naramata Bench,0.350000000000001,2014-11-11
2014,Nov,11,Pinot noir,-20.1,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Pinot noir,-19.7,Kelowna,0.350000000000001,2014-11-11
2014,Nov,11,Pinot noir,-17.5,Osoyoos northeast,0.350000000000001,2014-11-11
2014,Nov,11,Riesling,-20.2,Naramata Bench,0.350000000000001,2014-11-11
2014,Nov,11,Riesling,-17.6,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Riesling,-21.6,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Riesling,-19.9,West Kelowna,0.350000000000001,2014-11-11
2014,Nov,11,Riesling,-19.8,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Sauvignon blanc,-18,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Sauvignon blanc,-18.3,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Shiraz,-13.1,"Osoyoos, southeast ",0.350000000000001,2014-11-11
2014,Nov,11,Shiraz,-12.8,"Osoyoos, southeast ",0.350000000000001,2014-11-11
2014,Nov,11,Shiraz,-18.9,"Osoyoos, southeast ",0.350000000000001,2014-11-11
2014,Nov,11,Shiraz,-17.1,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Shiraz,-16.1,Osoyoos northeast,0.350000000000001,2014-11-11
2014,Nov,11,Shiraz,-16.5,Osoyoos northeast,0.350000000000001,2014-11-11
2014,Nov,11,Viognier,-15,Osoyoos west,0.350000000000001,2014-11-11
2014,Nov,11,Merlot,-18.4,Osoyoos northeast,0.350000000000001,2014-11-11
2014,Nov,11,Merlot,-16.9,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Pinot blanc,-17.7,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Pinot blanc,-20.4,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Pinot gris,-15.8,Oliver east,0.350000000000001,2014-11-11
2014,Nov,11,Pinot gris,-18.9,Black Sage,0.350000000000001,2014-11-11
2014,Nov,11,Pinot gris,-19.1,Naramata Bench,0.350000000000001,2014-11-11
2014,Nov,11,Merlot,-14.8,"Oliver, west",0.350000000000001,2014-11-11
2014,Nov,24,Chardonnay,-23,"Osoyoos, southeast ",2.6,2014-11-24
2014,Nov,24,Chardonnay,-20.9,Naramata Bench,2.6,2014-11-24
2014,Nov,24,Chardonnay,-20.5,"OK Falls, east",2.6,2014-11-24
2014,Nov,24,Chardonnay,-21.8,Oliver east,2.6,2014-11-24
2014,Nov,24,Chardonnay,-20.3,Black Sage,2.6,2014-11-24
2014,Nov,24,Cabernet Franc,-21,"Osoyoos, southeast ",2.6,2014-11-24
2014,Nov,24,Cabernet Franc,-18.9,Black Sage,2.6,2014-11-24
2014,Nov,24,Cabernet Franc,-18.5,Oliver east,2.6,2014-11-24
2014,Nov,24,Cabernet Sauvignon,-19.3,"Osoyoos, southeast ",2.6,2014-11-24
2014,Nov,24,Cabernet Sauvignon,-19.2,Black Sage,2.6,2014-11-24
2014,Nov,24,Cabernet Sauvignon,-19.5,Osoyoos northeast,2.6,2014-11-24
2014,Nov,24,Cabernet Sauvignon,-18.9,Osoyoos northeast,2.6,2014-11-24
2014,Nov,24,Pinot blanc,-18.6,Black Sage,2.6,2014-11-24
2014,Nov,24,Pinot blanc,-22.6,Oliver east,2.6,2014-11-24
2014,Nov,24,Pinot gris,-22.7,Oliver east,2.6,2014-11-24
2014,Nov,24,Pinot gris,-19.4,Black Sage,2.6,2014-11-24
2014,Nov,24,Pinot gris,-19.8,Naramata Bench,2.6,2014-11-24
2014,Nov,24,Pinot gris,-21.8,"OK Falls, east",2.6,2014-11-24
2014,Nov,24,Pinot gris,-21.1,Oliver east,2.6,2014-11-24
2014,Nov,24,Pinot noir,-21.8,Naramata Bench,2.6,2014-11-24
2014,Nov,24,Pinot noir,-20.8,Black Sage,2.6,2014-11-24
2014,Nov,24,Pinot noir,-21.6,Kelowna,2.6,2014-11-24
2014,Nov,24,Pinot noir,-20.9,Osoyoos northeast,2.6,2014-11-24
2014,Nov,24,Riesling,-21.4,Naramata Bench,2.6,2014-11-24
2014,Nov,24,Riesling,-21.3,Black Sage,2.6,2014-11-24
2014,Nov,24,Riesling,-21.7,Black Sage,2.6,2014-11-24
2014,Nov,24,Riesling,-21.9,West Kelowna,2.6,2014-11-24
2014,Nov,24,Riesling,-19.7,Oliver east,2.6,2014-11-24
2014,Nov,24,Sauvignon blanc,-20.8,Oliver east,2.6,2014-11-24
2014,Nov,24,Sauvignon blanc,-20.1,Oliver east,2.6,2014-11-24
2014,Nov,24,Shiraz,-19.2,"Osoyoos, southeast ",2.6,2014-11-24
2014,Nov,24,Shiraz,-18.1,"Osoyoos, southeast ",2.6,2014-11-24
2014,Nov,24,Shiraz,-20.9,"Osoyoos, southeast ",2.6,2014-11-24
2014,Nov,24,Shiraz,-19.2,Black Sage,2.6,2014-11-24
2014,Nov,24,Shiraz,-17.4,Osoyoos northeast,2.6,2014-11-24
2014,Nov,24,Shiraz,-18.4,Osoyoos northeast,2.6,2014-11-24
2014,Nov,24,Viognier,-20,Osoyoos west,2.6,2014-11-24
2014,Nov,24,Merlot,-20.7,Osoyoos northeast,2.6,2014-11-24
2014,Nov,24,Merlot,-19.7,Black Sage,2.6,2014-11-24
2014,Nov,24,Gewurztraminer,-20.8,Oliver east,2.6,2014-11-24
2014,Nov,24,Merlot,-20.1,Osoyoos west,2.6,2014-11-24
2014,Nov,24,Gewurztraminer,-18,Kelowna,2.6,2014-11-24
2014,Nov,24,Gewurztraminer,-21.5,"OK Falls, west",2.6,2014-11-24
2014,Nov,24,Merlot,-16.5,"Oliver, west",2.6,2014-11-24
2014,Dec,8,Viognier,-22,Osoyoos west,1.95,2014-12-08
2014,Dec,8,Cabernet Sauvignon,-20.2,"Osoyoos, southeast ",1.95,2014-12-08
2014,Dec,8,Cabernet Sauvignon,-20.9,Osoyoos northeast,1.95,2014-12-08
2014,Dec,8,Cabernet Sauvignon,-21.2,Osoyoos northeast,1.95,2014-12-08
2014,Dec,8,Chardonnay,-23.6,"Osoyoos, southeast ",1.95,2014-12-08
2014,Dec,8,Cabernet Sauvignon,-19.2,Black Sage,1.95,2014-12-08
2014,Dec,8,Shiraz,-19.3,Osoyoos northeast,1.95,2014-12-08
2014,Dec,8,Shiraz,-20,Osoyoos northeast,1.95,2014-12-08
2014,Dec,8,Merlot,-20,"Oliver, west",1.95,2014-12-08
2014,Dec,8,Merlot,-21.8,Osoyoos northeast,1.95,2014-12-08
2014,Dec,8,Merlot,-19.5,Black Sage,1.95,2014-12-08
2014,Dec,8,Pinot blanc,-20.4,Black Sage,1.95,2014-12-08
2014,Dec,8,Pinot blanc,-22.7,Oliver east,1.95,2014-12-08
2014,Dec,8,Pinot gris,-22.5,Oliver east,1.95,2014-12-08
2014,Dec,8,Pinot gris,-21.7,Black Sage,1.95,2014-12-08
2014,Dec,8,Pinot gris,-20.4,Naramata Bench,1.95,2014-12-08
2014,Dec,8,Pinot gris,-22.5,"OK Falls, east",1.95,2014-12-08
2014,Dec,8,Pinot gris,-22.9,Oliver east,1.95,2014-12-08
2014,Dec,8,Pinot noir,-22.2,Naramata Bench,1.95,2014-12-08
2014,Dec,8,Pinot noir,-23.1,Black Sage,1.95,2014-12-08
2014,Dec,8,Pinot noir,-22.5,Kelowna,1.95,2014-12-08
2014,Dec,8,Pinot noir,-21.5,Osoyoos northeast,1.95,2014-12-08
2014,Dec,8,Riesling,-23.5,Naramata Bench,1.95,2014-12-08
2014,Dec,8,Riesling,-22.1,Black Sage,1.95,2014-12-08
2014,Dec,8,Riesling,-23.5,Black Sage,1.95,2014-12-08
2014,Dec,8,Riesling,-22.2,West Kelowna,1.95,2014-12-08
2014,Dec,8,Riesling,-22.3,Oliver east,1.95,2014-12-08
2014,Dec,8,Sauvignon blanc,-21.7,Oliver east,1.95,2014-12-08
2014,Dec,8,Sauvignon blanc,-21.8,Oliver east,1.95,2014-12-08
2014,Dec,8,Shiraz,-19.9,"Osoyoos, southeast ",1.95,2014-12-08
2014,Dec,8,Shiraz,-20.2,"Osoyoos, southeast ",1.95,2014-12-08
2014,Dec,8,Shiraz,-20.3,"Osoyoos, southeast ",1.95,2014-12-08
2014,Dec,8,Shiraz,-21.2,Black Sage,1.95,2014-12-08
2014,Dec,8,Cabernet Franc,-23.5,"Osoyoos, southeast ",1.95,2014-12-08
2014,Dec,8,Cabernet Franc,-20.4,Black Sage,1.95,2014-12-08
2014,Dec,8,Cabernet Franc,-20.8,Oliver east,1.95,2014-12-08
2014,Dec,8,Chardonnay,-22,Oliver east,1.95,2014-12-08
2014,Dec,8,Chardonnay,-23.2,Black Sage,1.95,2014-12-08
2014,Dec,8,Chardonnay,-22.1,Naramata Bench,1.95,2014-12-08
2014,Dec,8,Chardonnay,-21.6,"OK Falls, east",1.95,2014-12-08
2014,Dec,8,Merlot,-22.5,Osoyoos west,1.95,2014-12-08
2014,Dec,8,Gewurztraminer,-20.3,Kelowna,1.95,2014-12-08
2014,Dec,8,Gewurztraminer,-22.6,"OK Falls, west",1.95,2014-12-08
2014,Dec,8,Gewurztraminer,-21.6,Oliver east,1.95,2014-12-08
2014,Dec,22,Cabernet Franc,-23.1,"Osoyoos, southeast ",3.25,2014-12-22
2014,Dec,22,Cabernet Franc,-21.9,Black Sage,3.25,2014-12-22
2014,Dec,22,Cabernet Franc,-20.9,Oliver east,3.25,2014-12-22
2014,Dec,22,Cabernet Sauvignon,-21.3,"Osoyoos, southeast ",3.25,2014-12-22
2014,Dec,22,Cabernet Sauvignon,-20.9,Black Sage,3.25,2014-12-22
2014,Dec,22,Merlot,-21.5,Osoyoos west,3.25,2014-12-22
2014,Dec,22,Merlot,-19.9,"Oliver, west",3.25,2014-12-22
2014,Dec,22,Merlot,-21,Osoyoos northeast,3.25,2014-12-22
2014,Dec,22,Merlot,-21.6,Black Sage,3.25,2014-12-22
2014,Dec,22,Pinot blanc,-20.2,Black Sage,3.25,2014-12-22
2014,Dec,22,Pinot gris,-22.6,Oliver east,3.25,2014-12-22
2014,Dec,22,Pinot gris,-22.4,Black Sage,3.25,2014-12-22
2014,Dec,22,Pinot gris,-21.8,Naramata Bench,3.25,2014-12-22
2014,Dec,22,Pinot gris,-23.3,"OK Falls, east",3.25,2014-12-22
2014,Dec,22,Pinot gris,-22.7,Oliver east,3.25,2014-12-22
2014,Dec,22,Pinot noir,-23.6,Naramata Bench,3.25,2014-12-22
2014,Dec,22,Pinot noir,-23.8,Black Sage,3.25,2014-12-22
2014,Dec,22,Pinot noir,-22.5,Kelowna,3.25,2014-12-22
2014,Dec,22,Pinot noir,-22.7,Osoyoos northeast,3.25,2014-12-22
2014,Dec,22,Riesling,-23.2,Naramata Bench,3.25,2014-12-22
2014,Dec,22,Riesling,-23.2,Black Sage,3.25,2014-12-22
2014,Dec,22,Riesling,-23.7,Black Sage,3.25,2014-12-22
2014,Dec,22,Riesling,-22,West Kelowna,3.25,2014-12-22
2014,Dec,22,Sauvignon blanc,-21.6,Oliver east,3.25,2014-12-22
2014,Dec,22,Sauvignon blanc,-21.8,Oliver east,3.25,2014-12-22
2014,Dec,22,Shiraz,-20.8,"Osoyoos, southeast ",3.25,2014-12-22
2014,Dec,22,Shiraz,-20,"Osoyoos, southeast ",3.25,2014-12-22
2014,Dec,22,Shiraz,-22,"Osoyoos, southeast ",3.25,2014-12-22
2014,Dec,22,Shiraz,-21,Black Sage,3.25,2014-12-22
2014,Dec,22,Shiraz,-19,Osoyoos northeast,3.25,2014-12-22
2014,Dec,22,Shiraz,-19.8,Osoyoos northeast,3.25,2014-12-22
2014,Dec,22,Viognier,-22.3,Osoyoos west,3.25,2014-12-22
2014,Dec,22,Chardonnay,-22.2,Black Sage,3.25,2014-12-22
2014,Dec,22,Cabernet Sauvignon,-20.2,Osoyoos northeast,3.25,2014-12-22
2014,Dec,22,Cabernet Sauvignon,-21.6,Osoyoos northeast,3.25,2014-12-22
2014,Dec,22,Chardonnay,-23.9,"Osoyoos, southeast ",3.25,2014-12-22
2014,Dec,22,Gewurztraminer,-21.2,Kelowna,3.25,2014-12-22
2014,Dec,22,Chardonnay,-22.6,Naramata Bench,3.25,2014-12-22
2014,Dec,22,Chardonnay,-21.8,"OK Falls, east",3.25,2014-12-22
2014,Dec,22,Chardonnay,-22.7,Oliver east,3.25,2014-12-22
2015,Jan,5,Chardonnay,-22.9,"OK Falls, east",-1.45,2015-01-05
2015,Jan,5,Chardonnay,-24.3,Oliver east,-1.45,2015-01-05
2015,Jan,5,Gewurztraminer,-22.5,Kelowna,-1.45,2015-01-05
2015,Jan,5,Gewurztraminer,-23,Oliver east,-1.45,2015-01-05
2015,Jan,5,Merlot,-21.9,"Oliver, west",-1.45,2015-01-05
2015,Jan,5,Merlot,-22.6,Osoyoos northeast,-1.45,2015-01-05
2015,Jan,5,Pinot blanc,-22.3,Black Sage,-1.45,2015-01-05
2015,Jan,5,Pinot blanc,-23.8,Oliver east,-1.45,2015-01-05
2015,Jan,5,Pinot gris,-23.8,Black Sage,-1.45,2015-01-05
2015,Jan,5,Pinot gris,-23.7,"OK Falls, east",-1.45,2015-01-05
2015,Jan,5,Pinot gris,-23.9,Oliver east,-1.45,2015-01-05
2015,Jan,5,Pinot noir,-23.6,Black Sage,-1.45,2015-01-05
2015,Jan,5,Pinot noir,-22.8,Kelowna,-1.45,2015-01-05
2015,Jan,5,Riesling,-24,Black Sage,-1.45,2015-01-05
2015,Jan,5,Riesling,-24,Black Sage,-1.45,2015-01-05
2015,Jan,5,Riesling,-22.9,West Kelowna,-1.45,2015-01-05
2015,Jan,5,Riesling,-24.2,Oliver east,-1.45,2015-01-05
2015,Jan,5,Sauvignon blanc,-23,Oliver east,-1.45,2015-01-05
2015,Jan,5,Sauvignon blanc,-23.3,Oliver east,-1.45,2015-01-05
2015,Jan,5,Shiraz,-23.7,"Osoyoos, southeast ",-1.45,2015-01-05
2015,Jan,5,Shiraz,-20.5,Black Sage,-1.45,2015-01-05
2015,Jan,5,Cabernet Franc,-22.8,Black Sage,-1.45,2015-01-05
2015,Jan,5,Cabernet Franc,-22.7,Oliver east,-1.45,2015-01-05
2015,Jan,5,Cabernet Sauvignon,-22.7,"Osoyoos, southeast ",-1.45,2015-01-05
2015,Jan,5,Cabernet Sauvignon,-21.7,Black Sage,-1.45,2015-01-05
2015,Jan,5,Cabernet Sauvignon,-21.8,Osoyoos northeast,-1.45,2015-01-05
2015,Jan,5,Cabernet Sauvignon,-19.9,Osoyoos northeast,-1.45,2015-01-05
2015,Jan,5,Shiraz,-21.1,Osoyoos northeast,-1.45,2015-01-05
2015,Jan,19,Chardonnay,-22.8,Black Sage,3.5,2015-01-19
2015,Jan,19,Cabernet Sauvignon,-22.9,Osoyoos northeast,3.5,2015-01-19
2015,Jan,19,Chardonnay,-22,"Osoyoos, southeast ",3.5,2015-01-19
2015,Jan,19,Gewurztraminer,-21.9,Kelowna,3.5,2015-01-19
2015,Jan,19,Chardonnay,-21.3,Naramata Bench,3.5,2015-01-19
2015,Jan,19,Chardonnay,-20.5,"OK Falls, east",3.5,2015-01-19
2015,Jan,19,Chardonnay,-24.1,Oliver east,3.5,2015-01-19
2015,Jan,19,Merlot,-22.9,"Oliver, west",3.5,2015-01-19
2015,Jan,19,Merlot,-23.9,Black Sage,3.5,2015-01-19
2015,Jan,19,Pinot blanc,-23.8,Black Sage,3.5,2015-01-19
2015,Jan,19,Pinot blanc,-23.2,Oliver east,3.5,2015-01-19
2015,Jan,19,Pinot gris,-20.7,Oliver east,3.5,2015-01-19
2015,Jan,19,Pinot gris,-20,Black Sage,3.5,2015-01-19
2015,Jan,19,Pinot gris,-22.3,Naramata Bench,3.5,2015-01-19
2015,Jan,19,Pinot gris,-21.4,"OK Falls, east",3.5,2015-01-19
2015,Jan,19,Pinot gris,-24.1,Oliver east,3.5,2015-01-19
2015,Jan,19,Gewurztraminer,-21.7,"OK Falls, west",3.5,2015-01-19
2015,Jan,19,Gewurztraminer,-21.8,Oliver east,3.5,2015-01-19
2015,Jan,19,Merlot,-23.7,Osoyoos west,3.5,2015-01-19
2015,Jan,19,Pinot noir,-23.3,Osoyoos northeast,3.5,2015-01-19
2015,Jan,19,Riesling,-24.1,Naramata Bench,3.5,2015-01-19
2015,Jan,19,Riesling,-22.5,Black Sage,3.5,2015-01-19
2015,Jan,19,Riesling,-22.9,Black Sage,3.5,2015-01-19
2015,Jan,19,Riesling,-23.6,West Kelowna,3.5,2015-01-19
2015,Jan,19,Riesling,-23.9,Oliver east,3.5,2015-01-19
2015,Jan,19,Sauvignon blanc,-22.1,Oliver east,3.5,2015-01-19
2015,Jan,19,Sauvignon blanc,-22.9,Oliver east,3.5,2015-01-19
2015,Jan,19,Shiraz,-22,"Osoyoos, southeast ",3.5,2015-01-19
2015,Jan,19,Shiraz,-22,"Osoyoos, southeast ",3.5,2015-01-19
2015,Jan,19,Pinot noir,-22.1,Naramata Bench,3.5,2015-01-19
2015,Jan,19,Pinot noir,-23.5,Black Sage,3.5,2015-01-19
2015,Jan,19,Pinot noir,-22.4,Kelowna,3.5,2015-01-19
2015,Jan,19,Shiraz,-23,Osoyoos northeast,3.5,2015-01-19
2015,Jan,19,Viognier,-21.8,Osoyoos west,3.5,2015-01-19
2015,Jan,19,Cabernet Franc,-21,Oliver east,3.5,2015-01-19
2015,Jan,19,Cabernet Sauvignon,-22.2,"Osoyoos, southeast ",3.5,2015-01-19
2015,Jan,19,Cabernet Sauvignon,-24.4,Black Sage,3.5,2015-01-19
2015,Jan,19,Cabernet Sauvignon,-22.3,Osoyoos northeast,3.5,2015-01-19
2015,Jan,19,Cabernet Franc,-23.5,"Osoyoos, southeast ",3.5,2015-01-19
2015,Jan,19,Shiraz,-21.9,"Osoyoos, southeast ",3.5,2015-01-19
2015,Jan,19,Shiraz,-21.2,Black Sage,3.5,2015-01-19
2015,Jan,19,Shiraz,-22.3,Osoyoos northeast,3.5,2015-01-19
2015,Jan,19,Cabernet Franc,-22.6,Black Sage,3.5,2015-01-19
2015,Feb,2,Cabernet Sauvignon,-21.1,Black Sage,2.15,2015-02-02
2015,Feb,2,Cabernet Sauvignon,-21.6,Osoyoos northeast,2.15,2015-02-02
2015,Feb,2,Cabernet Sauvignon,-21.7,Osoyoos northeast,2.15,2015-02-02
2015,Feb,2,Gewurztraminer,-22.7,Oliver east,2.15,2015-02-02
2015,Feb,2,Merlot,-21.9,Osoyoos northeast,2.15,2015-02-02
2015,Feb,2,Merlot,-22.1,Black Sage,2.15,2015-02-02
2015,Feb,2,Pinot blanc,-20.9,Black Sage,2.15,2015-02-02
2015,Feb,2,Pinot blanc,-23.3,Oliver east,2.15,2015-02-02
2015,Feb,2,Chardonnay,-22,Naramata Bench,2.15,2015-02-02
2015,Feb,2,Chardonnay,-21.6,"OK Falls, east",2.15,2015-02-02
2015,Feb,2,Chardonnay,-22.9,Oliver east,2.15,2015-02-02
2015,Feb,2,Gewurztraminer,-21.1,Kelowna,2.15,2015-02-02
2015,Feb,2,Gewurztraminer,-21.3,"OK Falls, west",2.15,2015-02-02
2015,Feb,2,Pinot noir,-23.9,Black Sage,2.15,2015-02-02
2015,Feb,2,Pinot noir,-21.5,Kelowna,2.15,2015-02-02
2015,Feb,2,Pinot noir,-22.4,Osoyoos northeast,2.15,2015-02-02
2015,Feb,2,Riesling,-23.2,Naramata Bench,2.15,2015-02-02
2015,Feb,2,Riesling,-22.9,Black Sage,2.15,2015-02-02
2015,Feb,2,Riesling,-23.6,Black Sage,2.15,2015-02-02
2015,Feb,2,Riesling,-23,West Kelowna,2.15,2015-02-02
2015,Feb,2,Riesling,-22.7,Oliver east,2.15,2015-02-02
2015,Feb,2,Pinot gris,-22.4,Black Sage,2.15,2015-02-02
2015,Feb,2,Pinot gris,-21,Naramata Bench,2.15,2015-02-02
2015,Feb,2,Pinot gris,-22.9,"OK Falls, east",2.15,2015-02-02
2015,Feb,2,Pinot gris,-23,Oliver east,2.15,2015-02-02
2015,Feb,2,Pinot noir,-21.1,Naramata Bench,2.15,2015-02-02
2015,Feb,2,Cabernet Franc,-21.9,Black Sage,2.15,2015-02-02
2015,Feb,2,Cabernet Franc,-22.3,Oliver east,2.15,2015-02-02
2015,Feb,2,Cabernet Sauvignon,-21.5,"Osoyoos, southeast ",2.15,2015-02-02
2015,Feb,2,Shiraz,-20.8,Osoyoos northeast,2.15,2015-02-02
2015,Feb,2,Sauvignon blanc,-21.8,Oliver east,2.15,2015-02-02
2015,Feb,2,Sauvignon blanc,-22.4,Oliver east,2.15,2015-02-02
2015,Feb,2,Shiraz,-23.1,"Osoyoos, southeast ",2.15,2015-02-02
2015,Feb,2,Shiraz,-22.2,Black Sage,2.15,2015-02-02
2015,Feb,2,Shiraz,-20.7,Osoyoos northeast,2.15,2015-02-02
2015,Feb,16,Shiraz,-17.4,Osoyoos northeast,4.25,2015-02-16
2015,Feb,16,Cabernet Sauvignon,-17,Black Sage,4.25,2015-02-16
2015,Feb,16,Shiraz,-17.9,Osoyoos northeast,4.25,2015-02-16
2015,Feb,16,Viognier,-20.7,Osoyoos west,4.25,2015-02-16
2015,Feb,16,Cabernet Sauvignon,-17.6,"Osoyoos, southeast ",4.25,2015-02-16
2015,Feb,16,Gewurztraminer,-18.1,Kelowna,4.25,2015-02-16
2015,Feb,16,Gewurztraminer,-16.8,"OK Falls, west",4.25,2015-02-16
2015,Feb,16,Gewurztraminer,-20.4,Oliver east,4.25,2015-02-16
2015,Feb,16,Merlot,-19.5,Osoyoos west,4.25,2015-02-16
2015,Feb,16,Merlot,-19.3,"Oliver, west",4.25,2015-02-16
2015,Feb,16,Merlot,-19.6,Osoyoos northeast,4.25,2015-02-16
2015,Feb,16,Cabernet Sauvignon,-19.2,Osoyoos northeast,4.25,2015-02-16
2015,Feb,16,Cabernet Sauvignon,-17.9,Osoyoos northeast,4.25,2015-02-16
2015,Feb,16,Chardonnay,-20.4,"Osoyoos, southeast ",4.25,2015-02-16
2015,Feb,16,Chardonnay,-18.2,Black Sage,4.25,2015-02-16
2015,Feb,16,Chardonnay,-19.1,Naramata Bench,4.25,2015-02-16
2015,Feb,16,Chardonnay,-17.9,"OK Falls, east",4.25,2015-02-16
2015,Feb,16,Chardonnay,-16.9,Oliver east,4.25,2015-02-16
2015,Feb,16,Pinot gris,-18.6,Oliver east,4.25,2015-02-16
2015,Feb,16,Pinot noir,-15.7,Naramata Bench,4.25,2015-02-16
2015,Feb,16,Pinot noir,-21.5,Black Sage,4.25,2015-02-16
2015,Feb,16,Pinot noir,-17.7,Kelowna,4.25,2015-02-16
2015,Feb,16,Pinot noir,-19.7,Osoyoos northeast,4.25,2015-02-16
2015,Feb,16,Riesling,-19,Naramata Bench,4.25,2015-02-16
2015,Feb,16,Merlot,-19.4,Black Sage,4.25,2015-02-16
2015,Feb,16,Pinot blanc,-17.6,Black Sage,4.25,2015-02-16
2015,Feb,16,Pinot blanc,-19,Oliver east,4.25,2015-02-16
2015,Feb,16,Pinot gris,-21,Oliver east,4.25,2015-02-16
2015,Feb,16,Pinot gris,-17.8,Black Sage,4.25,2015-02-16
2015,Feb,16,Pinot gris,-16.6,Naramata Bench,4.25,2015-02-16
2015,Feb,16,Pinot gris,-20.4,"OK Falls, east",4.25,2015-02-16
2015,Feb,16,Shiraz,-19.2,"Osoyoos, southeast ",4.25,2015-02-16
2015,Feb,16,Shiraz,-18.7,Black Sage,4.25,2015-02-16
2015,Feb,16,Cabernet Franc,-19.3,"Osoyoos, southeast ",4.25,2015-02-16
2015,Feb,16,Cabernet Franc,-17.7,Black Sage,4.25,2015-02-16
2015,Feb,16,Cabernet Franc,-17.8,Oliver east,4.25,2015-02-16
2015,Feb,16,Riesling,-20.9,West Kelowna,4.25,2015-02-16
2015,Feb,16,Riesling,-20.4,Oliver east,4.25,2015-02-16
2015,Feb,16,Riesling,-20.2,Black Sage,4.25,2015-02-16
2015,Feb,16,Riesling,-21.5,Black Sage,4.25,2015-02-16
2015,Feb,16,Shiraz,-19,"Osoyoos, southeast ",4.25,2015-02-16
2015,Feb,16,Shiraz,-18,"Osoyoos, southeast ",4.25,2015-02-16
2015,Feb,16,Sauvignon blanc,-19.8,Oliver east,4.25,2015-02-16
2015,Feb,16,Sauvignon blanc,-19,Oliver east,4.25,2015-02-16
2015,Mar,4,Cabernet Franc,-20.3,"Osoyoos, southeast ",-1.25,2015-03-04
2015,Mar,4,Cabernet Franc,-18,Black Sage,-1.25,2015-03-04
2015,Mar,4,Chardonnay,-18.1,"OK Falls, east",-1.25,2015-03-04
2015,Mar,4,Chardonnay,-19.3,Oliver east,-1.25,2015-03-04
2015,Mar,4,Gewurztraminer,-18.4,Kelowna,-1.25,2015-03-04
2015,Mar,4,Gewurztraminer,-18.2,"OK Falls, west",-1.25,2015-03-04
2015,Mar,4,Gewurztraminer,-19.1,Oliver east,-1.25,2015-03-04
2015,Mar,4,Cabernet Franc,-19.5,Oliver east,-1.25,2015-03-04
2015,Mar,4,Cabernet Sauvignon,-19.4,"Osoyoos, southeast ",-1.25,2015-03-04
2015,Mar,4,Cabernet Sauvignon,-19.4,Black Sage,-1.25,2015-03-04
2015,Mar,4,Cabernet Sauvignon,-19.7,Osoyoos northeast,-1.25,2015-03-04
2015,Mar,4,Cabernet Sauvignon,-18.1,Osoyoos northeast,-1.25,2015-03-04
2015,Mar,4,Chardonnay,-20.2,"Osoyoos, southeast ",-1.25,2015-03-04
2015,Mar,4,Chardonnay,-19.1,Black Sage,-1.25,2015-03-04
2015,Mar,4,Chardonnay,-17.4,Naramata Bench,-1.25,2015-03-04
2015,Mar,4,Pinot gris,-14.9,Naramata Bench,-1.25,2015-03-04
2015,Mar,4,Pinot gris,-20.4,"OK Falls, east",-1.25,2015-03-04
2015,Mar,4,Pinot gris,-19.6,Oliver east,-1.25,2015-03-04
2015,Mar,4,Pinot noir,-14.8,Naramata Bench,-1.25,2015-03-04
2015,Mar,4,Pinot noir,-20.7,Black Sage,-1.25,2015-03-04
2015,Mar,4,Merlot,-19.3,Osoyoos west,-1.25,2015-03-04
2015,Mar,4,Merlot,-18.3,"Oliver, west",-1.25,2015-03-04
2015,Mar,4,Merlot,-18.7,Osoyoos northeast,-1.25,2015-03-04
2015,Mar,4,Merlot,-18.5,Black Sage,-1.25,2015-03-04
2015,Mar,4,Pinot blanc,-17.9,Black Sage,-1.25,2015-03-04
2015,Mar,4,Pinot blanc,-21,Oliver east,-1.25,2015-03-04
