year,month,day,variety,lte,site,meanC,date
2012,Nov,1,Cabernet Franc,-13.7,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Cabernet Sauvignon,-12,"Osoyoos, northeast",7.5,2012-11-01
2012,Nov,1,Cabernet Sauvignon,-13.5,"Osoyoos, northeast",7.5,2012-11-01
2012,Nov,1,Merlot,-14.6,"Osoyoos, northeast",7.5,2012-11-01
2012,Nov,1,Merlot,-12,Black Sage,7.5,2012-11-01
2012,Nov,1,Pinot blanc,-15.4,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Chardonnay,-17.5,"OK Falls, east",7.5,2012-11-01
2012,Nov,1,Chardonnay,-17.3,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Gewurztraminer,-15.5,"OK Falls, west",7.5,2012-11-01
2012,Nov,1,Gewurztraminer,-14,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Riesling,-16.1,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Sauvignon blanc,-14.5,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Sauvignon blanc,-14.2,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Pinot gris,-14,"OK Falls, east",7.5,2012-11-01
2012,Nov,1,Pinot gris,-15.3,"Oliver, east",7.5,2012-11-01
2012,Nov,1,Pinot noir,-15.6,"Osoyoos, northeast",7.5,2012-11-01
2012,Nov,1,Shiraz,-11.8,"Osoyoos, northeast",7.5,2012-11-01
2012,Nov,1,Shiraz,-12.4,"Osoyoos, northeast",7.5,2012-11-01
2012,Nov,14,Cabernet Sauvignon,-17.8,Black Sage,5.1,2012-11-14
2012,Nov,14,Chardonnay,-21.4,"Osoyoos, southeast ",5.1,2012-11-14
2012,Nov,14,Chardonnay,-19,Black Sage,5.1,2012-11-14
2012,Nov,14,Chardonnay,-18.8,Naramata Bench,5.1,2012-11-14
2012,Nov,14,Chardonnay,-21.7,"OK Falls, east",5.1,2012-11-14
2012,Nov,14,Chardonnay,-21.5,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Gewurztraminer,-20.7,"OK Falls, west",5.1,2012-11-14
2012,Nov,14,Pinot blanc,-19.6,Black Sage,5.1,2012-11-14
2012,Nov,14,Pinot blanc,-20.8,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Pinot gris,-19.5,Black Sage,5.1,2012-11-14
2012,Nov,14,Pinot gris,-21.1,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Pinot gris,-18.5,Naramata Bench,5.1,2012-11-14
2012,Nov,14,Pinot gris,-20.8,"OK Falls, east",5.1,2012-11-14
2012,Nov,14,Pinot gris,-20.8,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Pinot noir,-19.7,Black Sage,5.1,2012-11-14
2012,Nov,14,Pinot noir,-20.4,Kelowna,5.1,2012-11-14
2012,Nov,14,Gewurztraminer,-19.5,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Merlot,-15.3,"Oliver, west",5.1,2012-11-14
2012,Nov,14,Merlot,-19.7,"Osoyoos, northeast",5.1,2012-11-14
2012,Nov,14,Merlot,-18.8,Black Sage,5.1,2012-11-14
2012,Nov,14,Sauvignon blanc,-16.5,Black Sage,5.1,2012-11-14
2012,Nov,14,Sauvignon blanc,-19.7,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Sauvignon blanc,-20.4,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Shiraz,-17.9,"Osoyoos, southeast ",5.1,2012-11-14
2012,Nov,14,Shiraz,-18,Black Sage,5.1,2012-11-14
2012,Nov,14,Shiraz,-15.9,"Osoyoos, northeast",5.1,2012-11-14
2012,Nov,14,Shiraz,-16.9,"Osoyoos, northeast",5.1,2012-11-14
2012,Nov,14,Riesling,-18.8,West Kelowna,5.1,2012-11-14
2012,Nov,14,Riesling,-19.9,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Pinot noir,-19.5,"Osoyoos, northeast",5.1,2012-11-14
2012,Nov,14,Riesling,-20.1,Black Sage,5.1,2012-11-14
2012,Nov,14,Cabernet Sauvignon,-18.1,"Osoyoos, northeast",5.1,2012-11-14
2012,Nov,14,Cabernet Sauvignon,-16.5,"Osoyoos, northeast",5.1,2012-11-14
2012,Nov,14,Cabernet Franc,-18.1,Black Sage,5.1,2012-11-14
2012,Nov,14,Cabernet Franc,-19.1,"Oliver, east",5.1,2012-11-14
2012,Nov,14,Cabernet Sauvignon,-18,"Osoyoos, southeast ",5.1,2012-11-14
2012,Nov,28,Cabernet Franc,-21.4,Black Sage,0.4,2012-11-28
2012,Nov,28,Cabernet Franc,-21.9,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Gewurztraminer,-21.7,"OK Falls, west",0.4,2012-11-28
2012,Nov,28,Gewurztraminer,-20.5,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Merlot,-19.7,"Oliver, west",0.4,2012-11-28
2012,Nov,28,Merlot,-21.3,"Osoyoos, northeast",0.4,2012-11-28
2012,Nov,28,Merlot,-21.6,Black Sage,0.4,2012-11-28
2012,Nov,28,Pinot blanc,-22.3,Black Sage,0.4,2012-11-28
2012,Nov,28,Pinot blanc,-22.4,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Pinot gris,-22,Black Sage,0.4,2012-11-28
2012,Nov,28,Pinot gris,-22.1,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Pinot gris,-20.5,Naramata Bench,0.4,2012-11-28
2012,Nov,28,Pinot gris,-22.5,"OK Falls, east",0.4,2012-11-28
2012,Nov,28,Pinot gris,-22.7,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Pinot noir,-21.8,Black Sage,0.4,2012-11-28
2012,Nov,28,Pinot noir,-22.5,Kelowna,0.4,2012-11-28
2012,Nov,28,Pinot noir,-21.2,"Osoyoos, northeast",0.4,2012-11-28
2012,Nov,28,Riesling,-22.8,Black Sage,0.4,2012-11-28
2012,Nov,28,Riesling,-20.2,West Kelowna,0.4,2012-11-28
2012,Nov,28,Riesling,-20.9,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Sauvignon blanc,-20.1,Black Sage,0.4,2012-11-28
2012,Nov,28,Sauvignon blanc,-20.7,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Sauvignon blanc,-21.3,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Shiraz,-21,"Osoyoos, southeast ",0.4,2012-11-28
2012,Nov,28,Shiraz,-21.3,Black Sage,0.4,2012-11-28
2012,Nov,28,Shiraz,-18.3,"Osoyoos, northeast",0.4,2012-11-28
2012,Nov,28,Shiraz,-18.1,"Osoyoos, northeast",0.4,2012-11-28
2012,Nov,28,Chardonnay,-23.1,"OK Falls, east",0.4,2012-11-28
2012,Nov,28,Chardonnay,-21.3,"Oliver, east",0.4,2012-11-28
2012,Nov,28,Cabernet Sauvignon,-20.5,"Osoyoos, northeast",0.4,2012-11-28
2012,Nov,28,Cabernet Sauvignon,-18.1,"Osoyoos, northeast",0.4,2012-11-28
2012,Nov,28,Cabernet Sauvignon,-18.3,"Osoyoos, southeast ",0.4,2012-11-28
2012,Nov,28,Cabernet Sauvignon,-21,Black Sage,0.4,2012-11-28
2012,Nov,28,Chardonnay,-23,"Osoyoos, southeast ",0.4,2012-11-28
2012,Nov,28,Chardonnay,-22.5,Black Sage,0.4,2012-11-28
2012,Nov,28,Chardonnay,-21.6,Naramata Bench,0.4,2012-11-28
2012,Dec,12,Cabernet Sauvignon,-21.8,Black Sage,4,2012-12-12
2012,Dec,12,Cabernet Sauvignon,-21.7,"Osoyoos, northeast",4,2012-12-12
2012,Dec,12,Cabernet Sauvignon,-20.5,"Osoyoos, northeast",4,2012-12-12
2012,Dec,12,Cabernet Sauvignon,-21.5,"Osoyoos, southeast ",4,2012-12-12
2012,Dec,12,Cabernet Franc,-22.6,Black Sage,4,2012-12-12
2012,Dec,12,Cabernet Franc,-22.7,"Oliver, east",4,2012-12-12
2012,Dec,12,Merlot,-17.7,"Oliver, west",4,2012-12-12
2012,Dec,12,Merlot,-22.4,"Osoyoos, northeast",4,2012-12-12
2012,Dec,12,Merlot,-22,Black Sage,4,2012-12-12
2012,Dec,12,Pinot blanc,-22.1,Black Sage,4,2012-12-12
2012,Dec,12,Pinot blanc,-23.5,"Oliver, east",4,2012-12-12
2012,Dec,12,Pinot gris,-22.5,Black Sage,4,2012-12-12
2012,Dec,12,Pinot gris,-22.1,"Oliver, east",4,2012-12-12
2012,Dec,12,Pinot gris,-20.6,Naramata Bench,4,2012-12-12
2012,Dec,12,Pinot gris,-23.5,"OK Falls, east",4,2012-12-12
2012,Dec,12,Pinot gris,-23.3,"Oliver, east",4,2012-12-12
2012,Dec,12,Pinot noir,-21.9,Black Sage,4,2012-12-12
2012,Dec,12,Pinot noir,-21.5,Kelowna,4,2012-12-12
2012,Dec,12,Pinot noir,-22.5,"Osoyoos, northeast",4,2012-12-12
2012,Dec,12,Riesling,-22.1,Black Sage,4,2012-12-12
2012,Dec,12,Riesling,-21.2,West Kelowna,4,2012-12-12
2012,Dec,12,Riesling,-23.2,"Oliver, east",4,2012-12-12
2012,Dec,12,Sauvignon blanc,-21.1,Black Sage,4,2012-12-12
2012,Dec,12,Sauvignon blanc,-21.6,"Oliver, east",4,2012-12-12
2012,Dec,12,Sauvignon blanc,-22.5,"Oliver, east",4,2012-12-12
2012,Dec,12,Shiraz,-21,"Osoyoos, southeast ",4,2012-12-12
2012,Dec,12,Shiraz,-20.3,Black Sage,4,2012-12-12
2012,Dec,12,Shiraz,-20.3,"Osoyoos, northeast",4,2012-12-12
2012,Dec,12,Shiraz,-19.6,"Osoyoos, northeast",4,2012-12-12
2012,Dec,12,Chardonnay,-23,"OK Falls, east",4,2012-12-12
2012,Dec,12,Chardonnay,-22.8,"Oliver, east",4,2012-12-12
2012,Dec,12,Gewurztraminer,-21.9,"OK Falls, west",4,2012-12-12
2012,Dec,12,Gewurztraminer,-21.9,"Oliver, east",4,2012-12-12
2012,Dec,12,Chardonnay,-21.9,Naramata Bench,4,2012-12-12
2012,Dec,12,Chardonnay,-23.2,"Osoyoos, southeast ",4,2012-12-12
2012,Dec,12,Chardonnay,-22.4,Black Sage,4,2012-12-12
2012,Dec,27,Cabernet Sauvignon,-22.5,Black Sage,1.95,2012-12-27
2012,Dec,27,Cabernet Sauvignon,-22.8,"Osoyoos, southeast ",1.95,2012-12-27
2012,Dec,27,Chardonnay,-22.8,"OK Falls, east",1.95,2012-12-27
2012,Dec,27,Chardonnay,-24,"Osoyoos, southeast ",1.95,2012-12-27
2012,Dec,27,Chardonnay,-23.4,Black Sage,1.95,2012-12-27
2012,Dec,27,Chardonnay,-22,Naramata Bench,1.95,2012-12-27
2012,Dec,27,Cabernet Franc,-23.3,Black Sage,1.95,2012-12-27
2012,Dec,27,Cabernet Franc,-22.6,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Cabernet Sauvignon,-22.8,"Osoyoos, northeast",1.95,2012-12-27
2012,Dec,27,Cabernet Sauvignon,-21.6,"Osoyoos, northeast",1.95,2012-12-27
2012,Dec,27,Pinot gris,-23.2,Black Sage,1.95,2012-12-27
2012,Dec,27,Pinot gris,-23.9,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Pinot gris,-21.2,Naramata Bench,1.95,2012-12-27
2012,Dec,27,Pinot gris,-24.7,"OK Falls, east",1.95,2012-12-27
2012,Dec,27,Pinot gris,-23.4,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Pinot noir,-23,Black Sage,1.95,2012-12-27
2012,Dec,27,Pinot noir,-23.1,Kelowna,1.95,2012-12-27
2012,Dec,27,Pinot noir,-23.8,"Osoyoos, northeast",1.95,2012-12-27
2012,Dec,27,Riesling,-22.6,Black Sage,1.95,2012-12-27
2012,Dec,27,Riesling,-21.7,West Kelowna,1.95,2012-12-27
2012,Dec,27,Riesling,-22.1,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Sauvignon blanc,-21.9,Black Sage,1.95,2012-12-27
2012,Dec,27,Sauvignon blanc,-21.6,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Sauvignon blanc,-22.3,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Shiraz,-22.4,"Osoyoos, southeast ",1.95,2012-12-27
2012,Dec,27,Shiraz,-20.6,Black Sage,1.95,2012-12-27
2012,Dec,27,Shiraz,-20.9,"Osoyoos, northeast",1.95,2012-12-27
2012,Dec,27,Shiraz,-20.8,"Osoyoos, northeast",1.95,2012-12-27
2012,Dec,27,Gewurztraminer,-21.8,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Merlot,-19.8,"Oliver, west",1.95,2012-12-27
2012,Dec,27,Chardonnay,-24,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Gewurztraminer,-22.4,"OK Falls, west",1.95,2012-12-27
2012,Dec,27,Pinot blanc,-23.3,Black Sage,1.95,2012-12-27
2012,Dec,27,Pinot blanc,-23.5,"Oliver, east",1.95,2012-12-27
2012,Dec,27,Merlot,-23.7,"Osoyoos, northeast",1.95,2012-12-27
2012,Dec,27,Merlot,-21.7,Black Sage,1.95,2012-12-27
2013,Jan,9,Cabernet Franc,-24.1,Black Sage,0.85,2013-01-09
2013,Jan,9,Cabernet Franc,-23.7,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Chardonnay,-24.2,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Gewurztraminer,-21.9,"OK Falls, west",0.85,2013-01-09
2013,Jan,9,Gewurztraminer,-22.3,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Merlot,-21.2,"Oliver, west",0.85,2013-01-09
2013,Jan,9,Merlot,-22.5,"Osoyoos, northeast",0.85,2013-01-09
2013,Jan,9,Cabernet Sauvignon,-23.3,"Osoyoos, northeast",0.85,2013-01-09
2013,Jan,9,Cabernet Sauvignon,-21,"Osoyoos, northeast",0.85,2013-01-09
2013,Jan,9,Cabernet Sauvignon,-21.8,"Osoyoos, southeast ",0.85,2013-01-09
2013,Jan,9,Cabernet Sauvignon,-23.1,Black Sage,0.85,2013-01-09
2013,Jan,9,Chardonnay,-24.1,"Osoyoos, southeast ",0.85,2013-01-09
2013,Jan,9,Chardonnay,-24.5,Black Sage,0.85,2013-01-09
2013,Jan,9,Chardonnay,-22.3,Naramata Bench,0.85,2013-01-09
2013,Jan,9,Chardonnay,-22.7,"OK Falls, east",0.85,2013-01-09
2013,Jan,9,Pinot noir,-24.2,Black Sage,0.85,2013-01-09
2013,Jan,9,Pinot noir,-22.8,Kelowna,0.85,2013-01-09
2013,Jan,9,Pinot noir,-23.2,"Osoyoos, northeast",0.85,2013-01-09
2013,Jan,9,Riesling,-23.4,Black Sage,0.85,2013-01-09
2013,Jan,9,Riesling,-22.1,West Kelowna,0.85,2013-01-09
2013,Jan,9,Riesling,-22.7,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Sauvignon blanc,-21.6,Black Sage,0.85,2013-01-09
2013,Jan,9,Sauvignon blanc,-23.6,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Sauvignon blanc,-22.9,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Shiraz,-22.2,"Osoyoos, southeast ",0.85,2013-01-09
2013,Jan,9,Shiraz,-22.3,Black Sage,0.85,2013-01-09
2013,Jan,9,Shiraz,-20.8,"Osoyoos, northeast",0.85,2013-01-09
2013,Jan,9,Shiraz,-21.4,"Osoyoos, northeast",0.85,2013-01-09
2013,Jan,9,Pinot gris,-24.4,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Pinot gris,-22.7,Black Sage,0.85,2013-01-09
2013,Jan,9,Merlot,-22.6,Black Sage,0.85,2013-01-09
2013,Jan,9,Pinot blanc,-23.7,Black Sage,0.85,2013-01-09
2013,Jan,9,Pinot blanc,-23.3,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Pinot gris,-23.1,"Oliver, east",0.85,2013-01-09
2013,Jan,9,Pinot gris,-22.4,Naramata Bench,0.85,2013-01-09
2013,Jan,9,Pinot gris,-24.2,"OK Falls, east",0.85,2013-01-09
2013,Jan,23,Cabernet Franc,-24.9,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Cabernet Sauvignon,-24.4,Black Sage,-6.1,2013-01-23
2013,Jan,23,Cabernet Sauvignon,-23.9,"Osoyoos, northeast",-6.1,2013-01-23
2013,Jan,23,Cabernet Sauvignon,-22,"Osoyoos, northeast",-6.1,2013-01-23
2013,Jan,23,Cabernet Sauvignon,-24.4,"Osoyoos, southeast ",-6.1,2013-01-23
2013,Jan,23,Cabernet Franc,-24.9,Black Sage,-6.1,2013-01-23
2013,Jan,23,Merlot,-24.1,"Osoyoos, northeast",-6.1,2013-01-23
2013,Jan,23,Merlot,-23.1,Black Sage,-6.1,2013-01-23
2013,Jan,23,Pinot blanc,-24.8,Black Sage,-6.1,2013-01-23
2013,Jan,23,Pinot blanc,-24.5,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Pinot gris,-25.7,Black Sage,-6.1,2013-01-23
2013,Jan,23,Chardonnay,-25.7,"Osoyoos, southeast ",-6.1,2013-01-23
2013,Jan,23,Chardonnay,-24.4,Black Sage,-6.1,2013-01-23
2013,Jan,23,Chardonnay,-24.3,Naramata Bench,-6.1,2013-01-23
2013,Jan,23,Chardonnay,-25.3,"OK Falls, east",-6.1,2013-01-23
2013,Jan,23,Chardonnay,-23.9,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Gewurztraminer,-23.8,"OK Falls, west",-6.1,2013-01-23
2013,Jan,23,Gewurztraminer,-23,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Merlot,-22.5,"Oliver, west",-6.1,2013-01-23
2013,Jan,23,Riesling,-24.4,Black Sage,-6.1,2013-01-23
2013,Jan,23,Riesling,-23.8,West Kelowna,-6.1,2013-01-23
2013,Jan,23,Riesling,-22.8,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Sauvignon blanc,-22.4,Black Sage,-6.1,2013-01-23
2013,Jan,23,Sauvignon blanc,-23.9,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Sauvignon blanc,-23.6,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Shiraz,-24.5,"Osoyoos, southeast ",-6.1,2013-01-23
2013,Jan,23,Shiraz,-24.7,Black Sage,-6.1,2013-01-23
2013,Jan,23,Shiraz,-22.6,"Osoyoos, northeast",-6.1,2013-01-23
2013,Jan,23,Shiraz,-22.3,"Osoyoos, northeast",-6.1,2013-01-23
2013,Jan,23,Pinot gris,-24.9,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Pinot noir,-24.6,Black Sage,-6.1,2013-01-23
2013,Jan,23,Pinot noir,-23.4,Kelowna,-6.1,2013-01-23
2013,Jan,23,Pinot noir,-25,"Osoyoos, northeast",-6.1,2013-01-23
2013,Jan,23,Pinot gris,-24.6,"OK Falls, east",-6.1,2013-01-23
2013,Jan,23,Pinot gris,-24.9,"Oliver, east",-6.1,2013-01-23
2013,Jan,23,Pinot gris,-23,Naramata Bench,-6.1,2013-01-23
2013,Feb,7,Cabernet Sauvignon,-23.5,Black Sage,1.4,2013-02-07
2013,Feb,7,Cabernet Sauvignon,-22.4,"Osoyoos, southeast ",1.4,2013-02-07
2013,Feb,7,Chardonnay,-22.3,"OK Falls, east",1.4,2013-02-07
2013,Feb,7,Chardonnay,-25,"Osoyoos, southeast ",1.4,2013-02-07
2013,Feb,7,Chardonnay,-23.8,Black Sage,1.4,2013-02-07
2013,Feb,7,Chardonnay,-22.8,Naramata Bench,1.4,2013-02-07
2013,Feb,7,Cabernet Franc,-25,Black Sage,1.4,2013-02-07
2013,Feb,7,Cabernet Franc,-22.9,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Cabernet Sauvignon,-22.1,"Osoyoos, northeast",1.4,2013-02-07
2013,Feb,7,Cabernet Sauvignon,-21.6,"Osoyoos, northeast",1.4,2013-02-07
2013,Feb,7,Pinot blanc,-24.2,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Pinot gris,-24,Black Sage,1.4,2013-02-07
2013,Feb,7,Pinot gris,-24.4,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Pinot gris,-22.7,Naramata Bench,1.4,2013-02-07
2013,Feb,7,Pinot gris,-23.8,"OK Falls, east",1.4,2013-02-07
2013,Feb,7,Pinot gris,-23.8,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Chardonnay,-24.1,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Gewurztraminer,-21.1,"OK Falls, west",1.4,2013-02-07
2013,Feb,7,Gewurztraminer,-22.4,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Merlot,-21.6,"Oliver, west",1.4,2013-02-07
2013,Feb,7,Merlot,-22.9,"Osoyoos, northeast",1.4,2013-02-07
2013,Feb,7,Merlot,-22.3,Black Sage,1.4,2013-02-07
2013,Feb,7,Pinot blanc,-24.2,Black Sage,1.4,2013-02-07
2013,Feb,7,Sauvignon blanc,-22.8,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Shiraz,-23.7,"Osoyoos, southeast ",1.4,2013-02-07
2013,Feb,7,Shiraz,-21.9,Black Sage,1.4,2013-02-07
2013,Feb,7,Shiraz,-21.5,"Osoyoos, northeast",1.4,2013-02-07
2013,Feb,7,Shiraz,-21.2,"Osoyoos, northeast",1.4,2013-02-07
2013,Feb,7,Pinot noir,-22.7,"Osoyoos, northeast",1.4,2013-02-07
2013,Feb,7,Riesling,-24.1,Black Sage,1.4,2013-02-07
2013,Feb,7,Pinot noir,-22.9,Black Sage,1.4,2013-02-07
2013,Feb,7,Pinot noir,-23.4,Kelowna,1.4,2013-02-07
2013,Feb,7,Sauvignon blanc,-21.3,Black Sage,1.4,2013-02-07
2013,Feb,7,Sauvignon blanc,-21.6,"Oliver, east",1.4,2013-02-07
2013,Feb,7,Riesling,-22,West Kelowna,1.4,2013-02-07
2013,Feb,7,Riesling,-20.7,"Oliver, east",1.4,2013-02-07
2013,Feb,21,Cabernet Franc,-23.3,Black Sage,1.95,2013-02-21
2013,Feb,21,Cabernet Franc,-23.5,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Chardonnay,-21.8,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Gewurztraminer,-21.4,"OK Falls, west",1.95,2013-02-21
2013,Feb,21,Gewurztraminer,-22.4,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Merlot,-21.9,"Oliver, west",1.95,2013-02-21
2013,Feb,21,Merlot,-22.9,"Osoyoos, northeast",1.95,2013-02-21
2013,Feb,21,Cabernet Sauvignon,-22.8,"Osoyoos, northeast",1.95,2013-02-21
2013,Feb,21,Cabernet Sauvignon,-21.7,"Osoyoos, northeast",1.95,2013-02-21
2013,Feb,21,Cabernet Sauvignon,-22.2,"Osoyoos, southeast ",1.95,2013-02-21
2013,Feb,21,Cabernet Sauvignon,-23.1,Black Sage,1.95,2013-02-21
2013,Feb,21,Chardonnay,-24,"Osoyoos, southeast ",1.95,2013-02-21
2013,Feb,21,Chardonnay,-22.7,Black Sage,1.95,2013-02-21
2013,Feb,21,Chardonnay,-22.2,Naramata Bench,1.95,2013-02-21
2013,Feb,21,Chardonnay,-22.6,"OK Falls, east",1.95,2013-02-21
2013,Feb,21,Pinot noir,-23.5,Black Sage,1.95,2013-02-21
2013,Feb,21,Pinot noir,-23.9,"Osoyoos, northeast",1.95,2013-02-21
2013,Feb,21,Riesling,-23.6,Black Sage,1.95,2013-02-21
2013,Feb,21,Merlot,-22.5,Black Sage,1.95,2013-02-21
2013,Feb,21,Pinot blanc,-23.2,Black Sage,1.95,2013-02-21
2013,Feb,21,Pinot blanc,-22.5,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Pinot gris,-23.5,Black Sage,1.95,2013-02-21
2013,Feb,21,Pinot gris,-23.6,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Pinot gris,-21.9,Naramata Bench,1.95,2013-02-21
2013,Feb,21,Pinot gris,-22.1,"OK Falls, east",1.95,2013-02-21
2013,Feb,21,Pinot gris,-23.7,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Shiraz,-21.8,"Osoyoos, northeast",1.95,2013-02-21
2013,Feb,21,Sauvignon blanc,-22.7,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Riesling,-22,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Sauvignon blanc,-21.6,Black Sage,1.95,2013-02-21
2013,Feb,21,Sauvignon blanc,-22.9,"Oliver, east",1.95,2013-02-21
2013,Feb,21,Shiraz,-21.9,"Osoyoos, southeast ",1.95,2013-02-21
2013,Feb,21,Shiraz,-23.3,Black Sage,1.95,2013-02-21
2013,Feb,21,Shiraz,-21,"Osoyoos, northeast",1.95,2013-02-21
2013,Mar,7,Cabernet Franc,-21.6,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Cabernet Sauvignon,-21.4,Black Sage,1.85,2013-03-07
2013,Mar,7,Cabernet Sauvignon,-22.2,"Osoyoos, northeast",1.85,2013-03-07
2013,Mar,7,Cabernet Sauvignon,-20.8,"Osoyoos, northeast",1.85,2013-03-07
2013,Mar,7,Cabernet Sauvignon,-20.1,"Osoyoos, southeast ",1.85,2013-03-07
2013,Mar,7,Cabernet Franc,-19.3,Black Sage,1.85,2013-03-07
2013,Mar,7,Merlot,-21.4,"Osoyoos, northeast",1.85,2013-03-07
2013,Mar,7,Merlot,-20.2,Black Sage,1.85,2013-03-07
2013,Mar,7,Pinot blanc,-20.5,Black Sage,1.85,2013-03-07
2013,Mar,7,Pinot blanc,-21,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Pinot gris,-21.1,Black Sage,1.85,2013-03-07
2013,Mar,7,Chardonnay,-19.4,"Osoyoos, southeast ",1.85,2013-03-07
2013,Mar,7,Chardonnay,-20.3,Black Sage,1.85,2013-03-07
2013,Mar,7,Chardonnay,-19.2,Naramata Bench,1.85,2013-03-07
2013,Mar,7,Chardonnay,-19.8,"OK Falls, east",1.85,2013-03-07
2013,Mar,7,Chardonnay,-20.7,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Gewurztraminer,-18.1,"OK Falls, west",1.85,2013-03-07
2013,Mar,7,Gewurztraminer,-20.3,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Merlot,-18.7,"Oliver, west",1.85,2013-03-07
2013,Mar,7,Riesling,-20.2,West Kelowna,1.85,2013-03-07
2013,Mar,7,Riesling,-21.1,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Sauvignon blanc,-19.2,Black Sage,1.85,2013-03-07
2013,Mar,7,Sauvignon blanc,-20.9,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Sauvignon blanc,-21.5,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Pinot gris,-21,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Pinot gris,-18.4,Naramata Bench,1.85,2013-03-07
2013,Mar,7,Pinot gris,-18,"OK Falls, east",1.85,2013-03-07
2013,Mar,7,Pinot gris,-20.8,"Oliver, east",1.85,2013-03-07
2013,Mar,7,Pinot noir,-22,Black Sage,1.85,2013-03-07
2013,Mar,7,Pinot noir,-18.3,Kelowna,1.85,2013-03-07
2013,Mar,7,Pinot noir,-20.8,"Osoyoos, northeast",1.85,2013-03-07
2013,Mar,7,Riesling,-22.2,Black Sage,1.85,2013-03-07
2013,Mar,7,Shiraz,-20.5,Black Sage,1.85,2013-03-07
2013,Mar,7,Shiraz,-18.9,"Osoyoos, northeast",1.85,2013-03-07
2013,Mar,7,Shiraz,-20.1,"Osoyoos, northeast",1.85,2013-03-07
2013,Mar,7,Shiraz,-20.6,"Osoyoos, southeast ",1.85,2013-03-07
2013,Mar,21,Cabernet Sauvignon,-18.1,"Osoyoos, northeast",7.4,2013-03-21
